Time,MyBus0
1.10054ms,47
1.10073ms,46
1.10114ms,47
1.10173ms,46
1.10193ms,44
1.10194ms,45
1.10214ms,47
1.10253ms,46
1.10274ms,47
1.10333ms,46
1.10373ms,44
1.10374ms,45
1.10394ms,47
1.10413ms,46
1.10433ms,44
1.10434ms,45
1.10453ms,44
1.10454ms,46
1.10473ms,44
1.10474ms,45
1.10494ms,47
1.10513ms,45
1.10534ms,47
1.10553ms,45
1.10593ms,44
1.10594ms,46
1.10613ms,44
1.10614ms,45
1.10633ms,44
1.10634ms,46
1.10673ms,44
1.10674ms,45
1.10693ms,46
1.10713ms,44
1.10714ms,45
1.10733ms,46
1.10753ms,44
1.10754ms,45
1.10793ms,44
1.10814ms,47
1.10833ms,45
1.10873ms,47
1.10893ms,45
1.10933ms,44
1.10954ms,45
1.10973ms,46
1.10993ms,44
1.10994ms,45
1.11053ms,47
1.11073ms,45
1.11133ms,43
1.11153ms,45
1.11173ms,43
1.11193ms,44
1.11214ms,45
1.11373ms,44
1.11394ms,45
1.11453ms,44
1.11493ms,42
1.11513ms,44
1.11553ms,42
1.11573ms,44
1.11574ms,45
1.11593ms,43
1.11633ms,45
1.11653ms,44
1.11694ms,45
1.11713ms,43
1.11753ms,44
1.11773ms,42
1.11774ms,43
1.11813ms,45
1.11833ms,43
1.11853ms,45
1.11873ms,43
1.11913ms,44
1.11933ms,42
1.11954ms,43
1.11993ms,41
1.12013ms,44
1.12033ms,42
1.12053ms,44
1.12054ms,45
1.12073ms,42
1.12094ms,43
1.12233ms,44
1.12253ms,43
1.12273ms,42
1.12293ms,44
1.12313ms,41
1.12333ms,43
1.12453ms,42
1.12513ms,41
1.12533ms,43
1.12553ms,41
1.12573ms,43
1.12593ms,42
1.12614ms,43
1.12633ms,41
1.12733ms,40
1.12754ms,41
1.12793ms,40
1.12813ms,42
1.12833ms,40
1.12834ms,41
1.12873ms,42
1.12893ms,40
1.12914ms,41
1.12973ms,40
1.12994ms,41
1.13013ms,40
1.13034ms,41
1.13073ms,39
1.13093ms,41
1.13113ms,40
1.13133ms,38
1.13134ms,39
1.13153ms,40
1.13193ms,38
1.13194ms,39
1.13213ms,41
1.13273ms,39
1.13293ms,41
1.13313ms,39
1.13333ms,38
1.13353ms,40
1.13373ms,32
1.13374ms,39
1.13413ms,40
1.13433ms,32
1.13434ms,37
1.13453ms,39
1.13473ms,40
1.13493ms,38
1.13514ms,39
1.13533ms,40
1.13553ms,36
1.13554ms,37
1.13653ms,39
1.13673ms,37
1.13693ms,39
1.13713ms,38
1.13753ms,36
1.13754ms,37
1.13793ms,38
1.13813ms,36
1.13814ms,37
1.13873ms,38
1.13893ms,36
1.13894ms,37
1.14053ms,39
1.14073ms,37
1.14133ms,35
1.14173ms,37
1.14193ms,35
1.14213ms,37
1.14273ms,35
1.14293ms,37
1.14333ms,35
1.14353ms,37
1.14373ms,35
1.14413ms,36
1.14433ms,34
1.14453ms,36
1.14454ms,37
1.14473ms,35
1.14533ms,36
1.14554ms,37
1.14573ms,33
1.14574ms,35
1.14613ms,34
1.14634ms,35
1.14673ms,33
1.14694ms,37
1.14713ms,33
1.14733ms,32
1.14734ms,34
1.14754ms,35
1.14773ms,33
1.14794ms,35
1.14813ms,34
1.14833ms,32
1.14834ms,33
1.14854ms,35
1.14873ms,33
1.14894ms,35
1.14913ms,33
1.15093ms,32
1.15114ms,33
1.15174ms,35
1.15193ms,3
1.15194ms,31
1.15213ms,1
1.15214ms,33
1.15293ms,1
1.15294ms,31
1.15333ms,1
1.15334ms,33
1.15353ms,1
1.15354ms,31
1.15373ms,1
1.15374ms,33
1.15413ms,32
1.15454ms,33
1.15473ms,1
1.15474ms,31
1.15493ms,30
1.15514ms,31
1.15573ms,1
1.15574ms,33
1.15593ms,1
1.15594ms,31
1.15673ms,29
1.15694ms,31
1.15713ms,29
1.15734ms,31
1.15773ms,28
1.15794ms,29
1.16073ms,27
1.16093ms,29
1.16133ms,28
1.16154ms,29
1.16233ms,27
1.16273ms,29
1.16293ms,27
1.16393ms,29
1.16433ms,27
1.16573ms,28
1.16594ms,29
1.16613ms,27
1.16673ms,25
1.16693ms,27
1.16713ms,25
1.16734ms,27
1.16753ms,25
1.16773ms,24
1.16794ms,27
1.16813ms,25
1.16893ms,24
1.16894ms,26
1.16913ms,24
1.16914ms,25
1.16953ms,17
1.16954ms,23
1.16973ms,25
1.16993ms,24
1.17014ms,25
1.17053ms,24
1.17074ms,25
1.17113ms,24
1.17133ms,16
1.17134ms,23
1.17173ms,25
1.17193ms,21
1.17213ms,25
1.17253ms,21
1.17273ms,25
1.17293ms,23
1.17433ms,22
1.17454ms,23
1.17473ms,21
1.17494ms,23
1.17533ms,21
1.17654ms,23
1.17673ms,21
1.17694ms,23
1.17713ms,19
1.17733ms,17
1.17734ms,21
1.17773ms,17
1.17774ms,19
1.17793ms,17
1.17794ms,21
1.17833ms,17
1.17834ms,19
1.17853ms,17
1.17854ms,21
1.17873ms,17
1.17874ms,19
1.17973ms,21
1.17991ms,21
